Order_Number,Order_Status,Missed_LPNs
6120391810672932,Short,"00100854129314537290, 00100854129314867069"
6120394210657078,Short,"00100854129314727271, 00100854128239933590, 00154137601540401321"
6120394410672946,Short,"00100854129314536712, 00100854129314536705"
6120396510672966,Short,00100854129314581392
6120396710672967,Short,"00100854129314867113, 00100854129314537801, 00100854129314537818"
6120398410672981,Perfect,
6120400510672998,Perfect,
6120469410602567,Perfect,
6120498010673261,Short,"00100854129313611106, 00100854129313610659, 00100854129313611090"
6120508110673305,Perfect,
6120813710674652,Perfect,
6120823610674699,Perfect,
6120901010674268,Perfect,
6120926810673432,Short,00100854129314891880
6121006010605653,Perfect,
6121006610675570,Short,"00100854129314727219, 00100854129314727240"
6121012310537062,Perfect,
6121015910604218,Short,00100854129314555904
6121017610639221,Perfect,
6121019410619287,Perfect,
6121046910675980,Perfect,
6121047410675980,Perfect,
6121078410676194,Perfect,
6121118210676340,Perfect,
6121120410676350,Perfect,
6121344510676518,Perfect,
6121344710676521,Perfect,
6121345210676525,Perfect,
6121345310676522,Perfect,
6121352810661900,Perfect,
6121352910673912,Perfect,
6121353010673919,Perfect,
6121353110673108,Perfect,
6121353710661915,Short,"00100854129314898711, 00100854129314898698, 00100854129314898643, 00100854129314898773"
6121355110673922,Perfect,
6121355210674531,Perfect,
6121355510674492,Short,00100854129314353418
6121356810661878,Perfect,
6121359810662199,Perfect,
6121360710674490,Perfect,
6121360810674268,Perfect,
6121361610662570,Perfect,
6121361810664870,Perfect,
6121362010673913,Perfect,
6121363210660795,Perfect,
6121363410663535,Perfect,
6121373710674492,Short,00100854129313611045
6121380110675531,Perfect,
6121380410675525,Perfect,
6121481310633458,Perfect,
6121550910677642,Short,"00100854129314867182, 00100854129314867175"
6121595110604195,Perfect,
6121600310605324,Perfect,
6121608810677895,Short,00100854129314894607
6121672710603493,Perfect,
6121672810673384,Perfect,
6121684310530412,Perfect,
6121767110533413,Short,00100854129314578392
6121767210533424,Short,00100854129314578330
6121767310533425,Perfect,
6121767410533431,Short,"00100854129314867236, 00100854129314867212"
6121767510533473,Short,00100854129314538396
6121767610533504,Short,00100854129314578385
6121770610589471,Perfect,
6121770810589481,Perfect,
6121784310676223,Perfect,
6122091910684130,Short,00100854129314072975
6122093210684141,Short,"00100854129314538433, 00100854129314072999, 00100854129314538457, 00100854129314073002"
6122094110684146,Short,"00100854128240235201, 00100854129314538426, 00100854128240235195, 00100854129314538440"
6122094710684148,Short,"00100854129314380117, 00100854129314380964"
6122100910684180,Perfect,
6122110910684204,Perfect,
6122116310684240,Perfect,
6122117410684226,Perfect,
6122117610684236,Perfect,
6122118810684256,Short,"00100854129314849355, 00100854129314849331, 00100854129314849348"
6122232110685040,Short,00100854129314380940
6122281110676226,Perfect,
6122349110535203,Short,"00100854129314578323, 00100854129314577913"
6122350810589426,Perfect,
6122350910589470,Short,00100854129314578378
6122351010589472,Short,00100854129314538402
6122351110589475,Short,00100854129314577883
6122351210589477,Short,00100854129314589008
6122351410589479,Short,"00100854129314577920, 00003033800007155647"
6122351510589480,Perfect,
6122351610589482,Short,00100854129314577838
6122351710589489,Short,00100854129314578354
6122377510685515,Perfect,
6122387010685580,Perfect,
6122407010685721,Short,"00100854129314350530, 00100854129314350561"
6122433210685867,Perfect,
6122438810685890,Perfect,
6122481410686061,Perfect,
6122531310686260,Short,"00100854129314538532, 00100854129314538587, 00100854129314538570, 00100854128240235294"
6122585710674179,Perfect,
6122619210685674,Perfect,
6122662110533264,Perfect,
6122664110686280,Perfect,
6122736910359061,Perfect,
6122740610687281,Perfect,
6122770010685999,Perfect,
6122785410687481,Perfect,
6122853910687807,Perfect,
6123155210472270,Perfect,
6123323310689594,Perfect,
6123353310689780,Perfect,
6123373110542357,Short,00100854129313610925
6123378110566586,Perfect,
6123378710550375,Perfect,
6123380610545288,Perfect,
6123380810500489,Perfect,
6123380910500496,Short,00100854129313610758
6123381110513930,Short,"00100854129313610949, 00100854129313610895"
6123381210514047,Short,00100854129314868448
6123381310542412,Perfect,
6123381410542426,Short,00100854129313610956
6123381610543085,Short,00100854129313610932
6123381910500424,Short,00100854129314580258
6123383910542342,Perfect,
6123389010542340,Perfect,
6123389210542363,Perfect,
6123389410542372,Perfect,
6123390810533242,Perfect,
6123390910533256,Short,00100854129314093246
6123391010533284,Perfect,
6123391310533272,Perfect,
6123391510533260,Short,00100854129313610673
6123391710533324,Perfect,
6123392410555175,Short,00100854129313610727
6123729510695720,Short,"00100854129314073187, 00100854129314073200, 00100854129314073194"
6123729810695723,Perfect,
6123738810695748,Short,"00100854129313950922, 00100854129313950939, 00100854129313950953, 00100854129313950946"
6123739410695753,Short,"00100854128240235065, 00100854128240235058, 00100854128240235041"
6123739510695754,Perfect,
6123739610695757,Short,00100854128240235164
6123740110695760,Short,"00100854128240235232, 00100854128240235225"
6123741810695779,Perfect,
6123745310695803,Perfect,
6123752310676228,Perfect,
6123764510676246,Perfect,
6123799710696453,Perfect,
6123799810696454,Perfect,
6123846810696503,Perfect,
6123848310696511,Perfect,
6124203810499056,Short,00100854129313610680
6124204510593400,Perfect,
6124205510639221,Short,00100854129314353449
6124264710699213,Perfect,
6124416210559739,Perfect,
6124416510700077,Short,"00100854129314538525, 00100854129314538518, 00100854129314538259"
6124416810605416,Perfect,
6124417710633458,Perfect,
6124693310671221,Perfect,
6124695110646391,Perfect,
6124697410617949,Perfect,
6124704010566523,Perfect,
6124710310497085,Perfect,
6124715610445492,Perfect,
6124715710444550,Perfect,
6124806210700902,Perfect,
6124907210359061,Perfect,
6124949810657135,Perfect,
6124950010657140,Short,00100854129314073040
6124950110657142,Perfect,
6124950210657144,Perfect,
6124950410657149,Perfect,
6124950710657207,Perfect,
6124950810657211,Perfect,
6124950910657218,Perfect,
6124951010657237,Perfect,
6124982610482648,Short,00100854129314580241
6124985010696457,Perfect,
6124985910696463,Perfect,
6124986310696466,Perfect,
6124986410696468,Perfect,
6125319610707537,Short,"00100854129314073118, 00100854129314073101, 00100854129314073125"
6125321010707550,Short,"00100854129314832777, 00100854129314832760"
6125322110707558,Short,00100854129314073026
6125322410707561,Short,"00100854128240235270, 00100854128240235263, 00100854128240235256"
6125324010707570,Short,"00100854129314073064, 00100854129314073088, 00100854129314073071"
6125324210707572,Short,"00100854129314073156, 00100854129314073149, 00100854129314073163"
6125325310707582,Perfect,
6125327310707596,Perfect,
6125343210707638,Short,"00100854129314355863, 00100854129314355856"
6125343310707640,Short,"00100854129314351292, 00100854129314351285, 00100854129314351278, 00100854129314351261"
6125343410707637,Perfect,
6125343810707643,Perfect,
6125344210707645,Short,00100854129313950908
6125345910707649,Short,"00100854129314849997, 00100854129314849980, 00100854129314849966, 00100854129314849836"
6125346510707652,Short,"00100854129314415291, 00100854129314415284, 00100854129314415321"
6125346610707651,Perfect,
6125349210707674,Short,"00100854129314378053, 00100854129314378060"
6125349510707670,Short,"00100854129314849645, 00100854129314849621"
6125349610707671,Short,"00100854129314356655, 00100854129314356662"
6125349810707673,Short,"00100854129314356372, 00100854129314356365"
6125350510707653,Perfect,
6125361510707595,Perfect,
6125368510676221,Perfect,
6125368610676253,Perfect,
6125369110676256,Perfect,
6125369210676259,Perfect,
6125369310676267,Perfect,
6125369410684193,Perfect,
6125401810710331,Short,"00100854129314072944, 00100854129314072937, 00100854129314072951"
6125494110569498,Short,"00100854128508285924, 00100854128508286143"
6125495610607718,Perfect,
6125593510711073,Perfect,
6126024310676334,Perfect,
6126301210697317,Perfect,
6126307710686506,Perfect,
6126308510685649,Perfect,
6126309610686376,Short,"00100854129314353579, 00100854129314353593, 00100854129314353586"
6126310310685359,Perfect,
6126316110684164,Perfect,
6126434810715629,Short,00100854129314356631
6126451610713060,Perfect,
6126493610715866,Perfect,
6126541010716424,Perfect,
6126551410433438,Perfect,
6126552110437582,Perfect,
6126552310437591,Perfect,
6126554110481819,Perfect,
6126556910495554,Perfect,
6126557110498539,Perfect,
6126557910498748,Perfect,
6126558010498822,Perfect,
6126559310531533,Perfect,
6126559510531721,Perfect,
6126559610531729,Perfect,
6126562810545895,Perfect,
6126564710605653,Perfect,
6126564910605688,Perfect,
6126602910716631,Short,"00100854128239755369, 00100854129314538488"
6126872710604198,Perfect,
6126890010605653,Perfect,
6126891610707596,Perfect,
6127111510605653,Perfect,
6127342610707591,Perfect,
6127439810722464,Short,00100854129314376073
6127439910722464,Short,"00100854129314357683, 00100854129314357669, 00100854129314357690, 00100854129314357676"
6127440310722467,Short,"00100854129314357614, 00154137600178829521, 00100854129314869803, 00100854129314825328, 00100854129314358130, 00100854129314869797, 00154137600178832613, 00100854129314357720, 00100854129314357713, 00100854129314358147"
6127440410722467,Perfect,
6127440610722467,Short,"00100854129314868493, 00100854129314868547, 00100854129314868509"
6127440910722467,Short,"00100854129314093437, 00100854129314093451, 00100854129314093468, 00100854129314093475, 00100854129314093499, 00100854129314093482, 00100854129314093444"
6127454010722514,Short,"00100854129313416800, 00100854129313416794, 00100854129314859477, 00100854129314859460"
6127454110722515,Short,"00100854129314382616, 00100854129314382609"
6127454610722518,Short,"00100854129313416732, 00100854129313416749, 00100854129313416855"
6127455010722520,Short,"00100854129313416763, 00100854129313416831, 00100854129313416756"
6127455110722521,Short,"00100854129314382647, 00100854129314382654"
6127455210722522,Short,"00100854129314382562, 00100854129314382555, 00100854129314382548"
6127458010722543,Short,00100854129314859378
6127458110722544,Short,"00100854129314832654, 00100854129314538723"
6127458210722545,Short,"00100854129314539539, 00100854129314539546"
6127458310722546,Short,"00100854129313416787, 00100854129313416770, 00100854129313416817"
6127460710722608,Short,"00100854129314832708, 00100854129314832715"
6127460810722609,Short,"00100854129314382708, 00100854129314859408, 00100854129314859415, 00100854129314859392"
6127461210722612,Short,"00100854129314382678, 00100854129314382685"
6127461710722614,Short,"00100854129314832661, 00100854129314832685, 00100854129314832678"
6127461810722615,Perfect,
6127462010722616,Short,"00100854129314859347, 00100854129314859354"
6127463110722620,Perfect,
6127463910722633,Perfect,
6127466610722648,Short,"00100854129314382517, 00100854129314382524"
6127579310723465,Perfect,
6127694310695803,Perfect,
6127743810542425,Short,00100854129314580265
6127814410724506,Perfect,
6127976910725203,Short,"00100854129314382487, 00100854129314382494, 00100854129314382500"
6127998710533268,Perfect,
6127999610616454,Perfect,
6128000410616493,Perfect,
6128002610671274,Perfect,
6128002710671275,Perfect,
6128005510676537,Perfect,
6128006010684175,Perfect,
6128006110684219,Perfect,
6128006310684223,Perfect,
6128006410684226,Perfect,
6128006510684227,Perfect,
6128006610684230,Perfect,
6128007410687285,Perfect,
6128008910707642,Perfect,
6128009110707653,Perfect,
6128330710646391,Perfect,
6128425010589490,Short,00100854129314599106
6128425110589491,Short,00100854129314359755
6128425210589492,Short,00100854129314598741
6128425410589493,Perfect,
6128425510589496,Short,00100854129314540139
6128426010589564,Short,00100854129314599083
6128426310589566,Short,00100854129314598765
6128426610589568,Perfect,
6128426710589570,Short,00100854129314599069
6128427010589588,Short,00100854129314599120
6128427110589589,Perfect,
6128429210605698,Perfect,
6128429310605750,Perfect,
6128429410605761,Perfect,
6128467710727915,Short,"00100854129314539508, 00100854129314539515"
6128550210728303,Perfect,
6128553210498842,Perfect,
6128553310728303,Perfect,
6128554110560179,Short,00100854129314082042
6128554510566929,Perfect,
6128555310589627,Perfect,
6128556110589629,Short,00100854129314093314
6128556310592804,Perfect,
6128556510598343,Short,00100854129314093338
6128557110603429,Perfect,
6128557910607453,Perfect,
6128558610609027,Perfect,
6128558910616636,Perfect,
6128559010619454,Perfect,
6128559110628383,Short,00100854129314093284
6128566610728334,Perfect,
6128633610728818,Perfect,
6128642810728879,Perfect,
6128668210729003,Short,00100854129314382463
6128672810635585,Perfect,
6128707510729255,Perfect,
6128784810735505,Short,"00100854129315475027, 00100854129315475324"
6128786010725082,Perfect,
6128786310727207,Perfect,
6128786410727072,Perfect,
6128786710724952,Perfect,
6128791210674487,Short,00100854129315476468
6129060310736243,Short,00100854129314382449
6129063010736249,Short,"00100854129314382425, 00100854129314382418, 00100854129314382401"
6129063910736252,Short,"00100854129314539485, 00100854129314539461, 00100854129314539478"
6129083510736360,Short,00100854129314382999
6129085910736378,Perfect,
6129086510736380,Perfect,
6129086610736381,Perfect,
6129086710736382,Short,00100854129314870199
6129086910736384,Short,00100854129314356570
6129133610737086,Short,00100854129314539935
6129134410737092,Perfect,
6129137710737118,Short,00100854129314540078
6129140810737139,Short,"00100854129314540009, 00100854129314540023, 00100854129314540016"
6129146010737175,Short,"00100854129314540054, 00100854129314540061, 00100854129314540047"
6129148010737195,Perfect,
6129148510737201,Short,"00100854129314540146, 00100854129314540153, 00100854129314539980"
6129149710737206,Short,"00100854129314387864, 00100854129314387840, 00100854129314387932"
6129149910737209,Perfect,
6129163010737333,Short,00003033800004743915
6129230510737195,Short,"00100854129314389233, 00100854129314389219, 00100854129314389226"
6129257010737792,Perfect,
6129335610738059,Perfect,
6129433810738808,Perfect,
6129434210738812,Perfect,
6129435210738823,Perfect,
6129436710738831,Perfect,
6129436810738830,Perfect,
6129437610738833,Short,"00100854129314389431, 00100854129314389417, 00100854129314389240"
6129443310738854,Short,00100854129313611229
6129443810738856,Perfect,
6129444410738860,Perfect,
6129445810738867,Perfect,
6129446010738868,Perfect,
6129446110738869,Perfect,
6129446210738864,Short,"00100854129315476291, 00100854129315476475"
6129448210738879,Perfect,
6129448410738882,Perfect,
6129449410738891,Perfect,
6129450210738894,Short,00100854129314383811
6129450310738896,Perfect,
6129497910739137,Perfect,
6129519110605765,Short,00100854129314359717
6129519210606837,Short,00100854129314358895
6129520610633725,Perfect,
6129524310647933,Perfect,
6129525310657079,Short,00003033800007156583
6129525510657089,Short,00100854129314598833
6129525610657090,Perfect,
6129525710657091,Short,00100854129314598796
6129525910657092,Perfect,
6129526010657095,Short,00100854129314598826
6129526110657096,Perfect,
6129526210657098,Short,00100854129314598819
6129526310657099,Perfect,
6129526410657100,Short,"00100854129314359786, 00100854129314359793, 00100854129314359779"
6129526510657102,Perfect,
6129581810738305,Perfect,
6129615410738687,Perfect,
6129619410738942,Perfect,
6129637410739904,Short,00100854129314383897
6129643110616468,Perfect,
6129677210740607,Short,"00100854129314540290, 00100854129314539577"
6129810110741362,Short,00100854129314375823
6129816110741706,Short,"00100854129315477687, 00100854129315476963, 00100854129315477663, 00100854129315477694"
6129816210741706,Perfect,
6129816310741709,Short,"00100854129314375793, 00100854129314375786, 00100854129314375991, 00100854129314375779, 00100854129314376004, 00100854129314375762, 00100854129314376011"
6129816510741706,Perfect,
6129821410536959,Perfect,
6129886810742277,Perfect,
6130125210743072,Perfect,
6130210210736250,Perfect,
6130225010711122,Short,"00100854129315477625, 00100854129315477618"
6130225110723839,Short,00100854128239245280
6130225710685649,Short,00100854129314390314
6130227310699119,Perfect,
6130227410738327,Short,"00100854129314389882, 00100854129314389905, 00100854129313610598"
6130228310739304,Short,00100854129313611182
6130229810685814,Perfect,
6130240710738583,Perfect,
6130242210724860,Short,00100854128239410527
6130242310724861,Short,"00100854129315475300, 00100854129315475096"
6130243610743425,Perfect,
6130247110739099,Perfect,
6130249510724316,Perfect,
6130249710728896,Perfect,
6130250210738325,Perfect,
6130250310739922,Perfect,
6130252110740795,Short,"00100854129315477595, 00100854129315477588, 00100854129315477564, 00100854129315477571, 00100854129315477557"
6130331410744171,Perfect,
6130433310379250,Perfect,
6130434410616468,Perfect,
6130436810737206,Perfect,
6130462710078067,Short,"00100854128240241707, 00100854128240241721, 00100854128240241714"
6130463810141444,Perfect,
6130467910397793,Short,00003033800007157863
6130470310472270,Perfect,
6130472110513868,Perfect,
6130477210657080,Perfect,
6130482110722465,Perfect,
6130816610748585,Short,00100854129314358901
6130816910748588,Short,"00100854129314358932, 00100854129314358925, 00100854129314358949, 00100854129314358918"
6130832110748635,Perfect,
6130834210748653,Perfect,
6130834510748655,Perfect,
6130834610748656,Perfect,
6130836210748669,Short,"00100854129312445368, 00100854129312445351"
6130837410748679,Perfect,
6130838610748682,Short,00100854128239738195
6130849410538854,Perfect,
6130849610607725,Perfect,
6130849710607739,Perfect,
6130849910607751,Perfect,
6130850710676222,Perfect,
6130850910676229,Perfect,
6130851110676254,Perfect,
6130854410748600,Short,"00100854128768802176, 00100854129314390406, 00100854128607163710, 00100854128768802152"
6130868610749340,Short,00100854128239721821
6130887510749359,Perfect,
6130891210749370,Perfect,
6131031110748610,Short,00100854129314390390
6131031710749523,Perfect,
6131046710749932,Short,"00100854129315477526, 00100854129315477519, 00100854129315477540"
6131087610657101,Short,00100854129314359106
6131088210657108,Perfect,
6131088310657109,Short,00003033800007156392
6131088410657111,Short,00003033800007156378
6131088610657112,Short,00100854129314359595
6131088810657118,Perfect,
6131088910657120,Short,"00100854129314359090, 00100854129314359526"
6131089010657121,Perfect,
6131089210657154,Perfect,
6131092910672695,Perfect,
6131093010672705,Short,00003033800007156354
6131093210672724,Short,00003033800007156484
6131093410672737,Perfect,
6131093510672738,Perfect,
6131093610672745,Perfect,
6131093710672750,Perfect,
6131093910672761,Perfect,
6131094010672762,Perfect,
6131094110672784,Perfect,
6131094210672797,Perfect,
6131134510750240,Perfect,
6131150810750350,Perfect,
6131151410750347,Perfect,
6131160210750426,Perfect,
6131172010686946,Perfect,
6131252610750730,Perfect,
6131269110750810,Perfect,
6131323110737333,Perfect,
6131392410605967,Perfect,
6131399510751554,Perfect,
6131428310533264,Perfect,
6131430010707596,Perfect,
6131435610538821,Perfect,
6131564510753206,Perfect,
6131631710753344,Perfect,
6131852810753722,Perfect,
6131989910738683,Perfect,
6132051010673384,Perfect,
6132087710755499,Perfect,
6132099010472429,Short,00100854129315478653
6132099210472445,Perfect,
6132100210485602,Perfect,
6132100810487699,Short,00100854129314383989
6132102710491799,Perfect,
6132103410495874,Perfect,
6132103910498817,Perfect,
6132104910501420,Perfect,
6132107110531687,Perfect,
6132107810542367,Perfect,
6132108110545228,Perfect,
6132110610573810,Perfect,
6132112510598489,Short,00100854129314384078
6132112910604216,Perfect,
6132500610760022,Perfect,
6132500710760023,Perfect,
6132503410760042,Perfect,
6132509310760073,Perfect,
6132509710760077,Short,00100854129314519135
6132510010760079,Perfect,
6132514710760106,Perfect,
6132526210674099,Perfect,
6132528010676340,Perfect,
6132528510696465,Perfect,
6132528610696467,Perfect,
6132528810737206,Perfect,
6132529010748600,Perfect,
6132706910672779,Perfect,
6132707010672786,Perfect,
6132707110672796,Perfect,
6132707210672801,Perfect,
6132707310672803,Perfect,
6132707410672816,Short,00003033800007159201
6132810210762198,Perfect,
6132966210748598,Perfect,
6133071210750810,Perfect,
6133095610738733,Perfect,
6133153110764649,Short,00100854129315477380
6133489910765359,Perfect,
6133570110767112,Perfect,
6133574710767127,Perfect,
6133678410605653,Perfect,
6133681110737206,Perfect,
6133712810657242,Perfect,
6133713510672898,Perfect,
6133713610672902,Perfect,
6133713810672914,Perfect,
6133713910672915,Perfect,
6133714010672918,Perfect,
6133714110672919,Perfect,
6133714210672924,Short,00100854129314359304
6133714410672932,Perfect,
6134030710770705,Perfect,
6134030810770707,Perfect,
6134031110770710,Perfect,
6134031810770717,Perfect,
6134037210770728,Short,"00100854129314377414, 00100854129314377438, 00100854129314377278"
6134044410770814,Short,00100854129315477076
6134045310770816,Perfect,
6134045310770816,Perfect,
6134046710770820,Short,"00100854129315451038, 00100854129315451021, 00100854129315451045"
6134048410770829,Short,"00100854129315450710, 00100854129315450703, 00100854129315450727, 00100854129315450741"
6134048910770830,Short,"00100854129315477229, 00100854129315477212, 00100854129315477236"
6134049910770834,Perfect,
6134051710770840,Short,00100854129315477267
6134051810770842,Short,00100854129315477106
6134052810770843,Perfect,
6134055410770846,Perfect,
6134056310770849,Perfect,
6134056510770848,Short,00100854129314391540
6134056710770851,Short,"00100854129314802916, 00100854129314802930"
6134058010770854,Perfect,
6134058110770858,Perfect,
6134116610774775,Short,"00100854129314540955, 00100854129314540962"
6134173210770735,Perfect,
6134196710767378,Perfect,
6134371910776245,Perfect,
6134372310776244,Short,00100854129315450819
6134445710776518,Perfect,
6134491610686759,Perfect,
6134586810777181,Perfect,
6134645910593324,Perfect,
6134646810604337,Perfect,
6134649210619523,Perfect,
6134649810619529,Perfect,
6134658510686381,Perfect,
6134663110735683,Perfect,
6134666610750915,Perfect,
6134669710776298,Perfect,
6134901410776578,Perfect,
6134950710672805,Short,00100854129314708959
6134950810672806,Short,00003033800007157016
6134950910672809,Short,00100854129314708942
6134951010672819,Short,00003033800007157047
6134951110672820,Short,"00003033800007160290, 00003033800007153452"
6134951210675981,Short,00003033800007160320
6134951710685261,Perfect,
6134955910712192,Perfect,
6134981910750516,Perfect,
6134986410761840,Perfect,
6134986510776049,Perfect,
6134987010762482,Short,"00100854129313613506, 00100854129313613438, 00100854129313613186, 00100854129313613391"
6134987210776048,Perfect,
6134987810751044,Perfect,
6134988710776293,Perfect,
6134988810750929,Perfect,
6134990510761844,Perfect,
6134997010764819,Perfect,
6134997810750507,Short,00100854129313613209
6135003310757362,Perfect,
6135046310778351,Perfect,
6135157710740339,Perfect,
6135157710740339,Perfect,
6135157810740343,Short,00100854129314365732
6135157910740494,Perfect,
6135158010740503,Perfect,
6135458110748600,Perfect,
6135824310685727,Perfect,
6135832910371154,Perfect,
6135833810532647,Perfect,
6135841910722479,Perfect,
6135842010722482,Perfect,
6135842110722483,Perfect,
6135842210722484,Short,00003033800007156972
6135842310722485,Perfect,
6135842510722488,Perfect,
6135842610722489,Perfect,
6135842710722490,Perfect,
6135842810722491,Short,00003033800007157023
6135842910722492,Perfect,
6135843010722496,Short,00003033800007157061
6135843110722497,Perfect,
6135843210722498,Perfect,
6135843310722501,Short,00003033800007153513
6135843410722534,Perfect,
6135843510722536,Perfect,
6135943810722528,Perfect,
6135943910722537,Perfect,
6135944010722539,Perfect,
6135944110722540,Short,00003033800007157658
6135944210722603,Short,00003033800007156989
6135944310741695,Short,00003033800007153476
6135944510751649,Perfect,
6135994610784001,Perfect,
6135994610784001,Perfect,
6136027610784188,Perfect,
6136028310784190,Perfect,
6136028410784190,Short,"00100854129314595979, 00154137600100596521, 00100854129314595986, 00154137600100650209"
6136028510784191,Short,00100854129315480830
6136028610784191,Perfect,
6136029010784191,Short,00100854129313603293
6136029110784191,Perfect,
6136032710784239,Perfect,
6136032810784240,Perfect,
6136033010784242,Perfect,
6136033210784243,Perfect,
6136033610784245,Perfect,
6136033710784246,Perfect,
6136033910784247,Short,00100854129314708980
6136039510784337,Short,00100854129314542799
6136039610784338,Perfect,
6136039710784339,Short,"00100854129314541020, 00100854129314541013"
6136039810784340,Perfect,
6136039910784341,Perfect,
6136040010784342,Short,"00100854129314381763, 00100854129314381770"
6136040410784346,Short,00100854129314552682
6136041310784354,Perfect,
6136041910784360,Perfect,
6136044410784371,Perfect,
6136044610784372,Short,00100854129314382357
6136045210784374,Short,00100854129314542645
6136046410784382,Perfect,
6136046910784385,Perfect,
6136047310784388,Perfect,
6136048910784399,Perfect,
6136050010784409,Perfect,
6136091610785048,Short,"00100854129313613100, 00100854128238525628"
6136171810569569,Perfect,
6136172210569582,Short,00100854129313613827
6136172510589548,Short,00100854129313613834
6136172910589581,Perfect,
6136174310590590,Perfect,
6136175210605578,Short,00154137600257856080
6136175710605621,Short,00100854129315451625
6136175910605641,Perfect,
6136177510616450,Perfect,
6136177810616516,Short,00100854129314523484
6136179510616535,Short,00154137600257856042
6136181410642413,Perfect,
6136182410642515,Perfect,
6136185210644479,Perfect,
6136186410657233,Perfect,
6136189610673724,Perfect,
6136191410684236,Short,00100854129315453681
6136193110684487,Short,00100854129314169453
6136193510695721,Perfect,
6136194010696576,Perfect,
6136195310710334,Perfect,
6136196010702297,Perfect,
6136196310687659,Perfect,
6136335610618048,Short,00100854129314365329
6136337010664810,Perfect,
6136349810701116,Perfect,
6136360010657264,Perfect,
6136370310692958,Perfect,
6136372910700533,Perfect,
6136388210740371,Perfect,
6136520510787216,Perfect,
6136569310538910,Perfect,
6136578610605418,Perfect,
6136579610605324,Perfect,
6136582010555176,Perfect,
6136658710788789,Perfect,
6136662310788800,Perfect,
6136733810605688,Perfect,
6136819210676236,Perfect,
6136982110791243,Perfect,
6136999810657079,Perfect,
6137020710722464,Perfect,
6137021610722464,Perfect,
6137059110791727,Short,00100854129314541310
6137079610791851,Perfect,
6137104510792109,Short,00100854129314541051
6137163210792739,Short,00100854129314523699
6137280910793799,Perfect,
6137284410793841,Short,00100854129313613810
6137286410348027,Perfect,
6137293910620702,Perfect,
6137296510748600,Perfect,
6137297510784190,Perfect,
6137659110799212,Perfect,
6137683710799285,Perfect,
6137685310799298,Perfect,
6137686810799348,Perfect,
6137733010800030,Short,00100854129315454497
6137755410800178,Perfect,
6137755610800181,Perfect,
6137755910800176,Perfect,
6137756410800184,Perfect,
6137758110800182,Perfect,
6137760410800205,Perfect,
6137761010800210,Perfect,
6137762210800217,Short,00100854129314394428
6137764510800231,Perfect,
6137768410800247,Perfect,
6137769110800250,Short,"00100854129314371467, 00100854129314371450, 00100854129314371498, 00100854129314371436, 00100854129314371504, 00100854129314371474, 00100854129314524467, 00100854129314371443, 00100854129314524450"
6137771010800259,Perfect,
6137772610800269,Perfect,
6137773110800271,Perfect,
6137774910800287,Perfect,
6137775110800288,Perfect,
6137776410800298,Perfect,
6137776610800300,Perfect,
6137778310800310,Perfect,
6137779310800313,Short,"00100854129314808130, 00100854129314808437, 00100854129314808154, 00100854129314808444"
6137781110800323,Perfect,
6137781910800328,Perfect,
6137782810800331,Perfect,
6137786810800359,Perfect,
6137787110800363,Perfect,
6137849910672981,Perfect,
6137851710800288,Perfect,
6137867410740494,Perfect,
6137872910800674,Perfect,
6137954510800359,Perfect,
6137973310760106,Perfect,
6137998810801825,Short,"00100854129315482889, 00100854129315482872, 00100854129315483008"
6138071210800833,Perfect,
6138072110800837,Perfect,
6138074410802182,Perfect,
6138074610802183,Perfect,
6138075010802182,Short,"00100854129314353654, 00100854129314353760, 00100854129314353753, 00100854129314353630, 00100854129314353661, 00100854129314353647"
6138075910802182,Perfect,
6138080210777501,Perfect,
6138087210802256,Perfect,
6138103810802037,Perfect,
6138168510802726,Short,00100854129314808239
6138204510802904,Perfect,
6138214910802954,Perfect,
6138215910802959,Short,00100854129314300047
6138216210802960,Short,00303033820000435738
6138218210802974,Short,00100854129314808536
6138218710802982,Short,00100854129314300016
6138221010802998,Perfect,
6138221710802990,Perfect,
6138222510803006,Perfect,
6138222910802996,Perfect,
6138223410803010,Perfect,
6138225110803010,Short,00100854129315302484
6138225210803011,Perfect,
6138234810803058,Short,00100854129314808611
6138236010803070,Perfect,
6138237210803083,Perfect,
6138237810803066,Perfect,
6138238010803085,Perfect,
6138238510803093,Short,"00100854129314300085, 00100854129314300061, 00100854129314300078"
6138238610803091,Short,00100854129314372662
6138239010803076,Short,00100854129313614176
6138240310803081,Short,00100854129314372747
6138240410803108,Short,00100854129314372600
6138240810803118,Short,00100854129315454404
6138241210803121,Perfect,
6138241310803118,Perfect,
6138241410803121,Perfect,
6138241810803127,Perfect,
6138242810803109,Perfect,
6138243210803138,Perfect,
6138244010803142,Perfect,
6138244110803145,Perfect,
6138244410803145,Perfect,
6138245010803127,Short,00100854129314357737
6138245610803138,Perfect,
6138245710803149,Perfect,
6138248210803160,Short,00100854129313614190
6138249710803172,Perfect,
6138250510803181,Short,00100854129314357744
6138250610803186,Perfect,
6138251110803187,Perfect,
6138251510803180,Perfect,
6138251810803185,Perfect,
6138253510803189,Perfect,
6138257610752950,Perfect,
6138260510802825,Perfect,
6138302710803664,Perfect,
6138358010802180,Perfect,
6138359510802958,Perfect,
6138360110803164,Perfect,
6138430210170927,Perfect,
6138873710806784,Perfect,
6138884110786406,Perfect,
6138894110801566,Perfect,
6138894610802603,Perfect,
